dr_no;date_rptd;date_occ;time_occ;area;area_name;rpt_dist_no;part_1_2;crm_cd;crm_cd_desc;mocodes;vict_age;vict_sex;vict_descent;premis_cd;premis_desc;weapon_used_cd;weapon_desc;status;status_desc;crm_cd_1;crm_cd_2;crm_cd_3;crm_cd_4;location;cross_street;lat;lon
200808920;04/30/2020 12:00:00 AM;04/30/2020 12:00:00 AM;1040;8;West LA;817;1;210;ROBBERY;0325 0945 0344 0352 1822 2028 0443 1420;0;X;X;203;OTHER BUSINESS;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;210;;;;10800    WEYBURN                      AV;;34.0623;-118.4434
200121312;11/20/2020 12:00:00 AM;11/20/2020 12:00:00 AM;100;1;Central;162;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;24;F;B;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;740;;;;300 W  9TH                          ST;;34.0462;-118.2585
200410794;07/15/2020 12:00:00 AM;07/15/2020 12:00:00 AM;1100;4;Hollenbeck;464;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);344;46;M;H;101;STREET;;;IC;Invest Cont;331;;;;CESAR E CHAVEZ               AV;CHICAGO;34.0479;-118.2103
200306510;02/11/2020 12:00:00 AM;02/11/2020 12:00:00 AM;2120;3;Southwest;396;2;624;BATTERY - SIMPLE ASSAULT;0416 0446 0913 1266 0329;43;M;B;518;TRANSITIONAL HOUSING/HALFWAY HOUSE;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;4200 S  HOOVER                       ST;;34.0073;-118.2894
201307641;03/05/2020 12:00:00 AM;03/05/2020 12:00:00 AM;1200;13;Newton;1342;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;100 E  36TH                         ST;;34.0171;-118.2736
200111785;05/16/2020 12:00:00 AM;05/16/2020 12:00:00 AM;1150;1;Central;154;2;624;BATTERY - SIMPLE ASSAULT;0305 0416 0913;2;M;B;102;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;500 S  MAIN                         ST;;34.0467;-118.2485
201222324;10/10/2020 12:00:00 AM;10/09/2020 12:00:00 AM;2200;12;77th Street;1283;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;9600 S  WESTERN                      AV;;33.948;-118.309
201110029;06/03/2020 12:00:00 AM;05/30/2020 12:00:00 AM;1710;11;Northeast;1161;1;480;BIKE - STOLEN;0397 0344;27;F;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;480;;;;1200 N  MARIPOSA                     AV;;34.0931;-118.2994
200704537;01/11/2020 12:00:00 AM;01/06/2020 12:00:00 AM;1845;7;Wilshire;734;2;624;BATTERY - SIMPLE ASSAULT;0416 1501;63;F;W;203;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;6200 W  3RD                          ST;;34.0708;-118.3563
201223034;10/21/2020 12:00:00 AM;10/08/2020 12:00:00 AM;1200;12;77th Street;1265;2;888;TRESPASSING;1822;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;888;;;;1300 W  MANCHESTER                   AV;;33.96;-118.2986
201107834;03/28/2020 12:00:00 AM;03/27/2020 12:00:00 AM;2130;11;Northeast;1128;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;0;X;X;402;MARKET;;;IC;Invest Cont;740;;;;600 N  AVENUE 64;;34.1225;-118.1818
200410168;06/25/2020 12:00:00 AM;06/25/2020 12:00:00 AM;10;4;Hollenbeck;473;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 1300;32;F;H;101;STREET;;;IC;Invest Cont;745;;;;SOTO                         ST;INEZ                         ST;34.0365;-118.2144
200114908;07/16/2020 12:00:00 AM;07/15/2020 12:00:00 AM;2045;1;Central;101;2;354;THEFT OF IDENTITY;0930 0377;28;F;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;900    WHITE KNOLL                  DR;;34.0671;-118.2483
200712242;07/31/2020 12:00:00 AM;07/31/2020 12:00:00 AM;5;7;Wilshire;784;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;5000 W  21ST                         ST;;34.0385;-118.3485
200817762;12/20/2020 12:00:00 AM;12/19/2020 12:00:00 AM;1430;8;West LA;882;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);0344 1822 0385 1309 1602 1420;49;F;O;101;STREET;;;IC;Invest Cont;331;;;;11400    MISSISSIPPI                  AV;;34.0379;-118.4453
200308567;03/14/2020 12:00:00 AM;03/14/2020 12:00:00 AM;2250;3;Southwest;375;2;624;BATTERY - SIMPLE ASSAULT;1822 0416 0446 0419;28;F;H;222;LAUNDROMAT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;3800 S  WESTERN                      AV;;34.0146;-118.313
200119622;10/17/2020 12:00:00 AM;09/07/2020 12:00:00 AM;1200;1;Central;182;1;330;BURGLARY FROM VEHICLE;1606 0344 1822 1300;23;M;W;707;GARAGE/CARPORT;;;IC;Invest Cont;330;;;;1000 S  FLOWER                       ST;;34.0438;-118.2634
200211437;06/14/2020 12:00:00 AM;06/03/2020 12:00:00 AM;1;2;Rampart;249;2;668;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER);0344 0348 1817;0;M;O;101;STREET;;;IC;Invest Cont;668;;;;600    ST PAUL                      AV;;34.0535;-118.2609
200415682;12/06/2020 12:00:00 AM;12/06/2020 12:00:00 AM;2130;4;Hollenbeck;407;2;900;VIOLATION OF COURT ORDER;2038 0913 0562 2004;67;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;900;;;;3900    MONTEREY                     RD;;34.0918;-118.1887
200904935;01/23/2020 12:00:00 AM;01/18/2020 12:00:00 AM;1450;9;Van Nuys;914;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0394 0344;30;F;H;119;PORCH, RESIDENTIAL;;;IC;Invest Cont;440;;;;15100    SHERMAN                      WY;;34.2012;-118.4618
200518024;12/20/2020 12:00:00 AM;12/20/2020 12:00:00 AM;1630;5;Harbor;517;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;0913 0444 1813 2000 2002;33;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626;;;;1000    BROAD                        AV;;33.783;-118.261
201209427;03/19/2020 12:00:00 AM;03/18/2020 12:00:00 AM;1300;12;77th Street;1208;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);1300 0329 1822;26;F;H;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;745;;;;600 W  49TH                         ST;;33.9988;-118.2842
200411004;07/21/2020 12:00:00 AM;07/18/2020 12:00:00 AM;1900;4;Hollenbeck;443;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1218 0447 0334 1822;56;M;H;101;STREET;306;ROCK/THROWN OBJECT;IC;Invest Cont;230;;;;CESAR E CHAVEZ               AV;SOTO                         ST;34.0609;-118.2052
200913246;08/08/2020 12:00:00 AM;08/07/2020 12:00:00 AM;1900;9;Van Nuys;905;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0416 0446 0408 1822 1402 0411;19;M;H;108;PARKING LOT;207;OTHER KNIFE;AA;Adult Arrest;230;998;;;VAN NUYS;SHERMAN                      WY;34.2012;-118.4487
200705401;01/30/2020 12:00:00 AM;01/27/2020 12:00:00 AM;1800;7;Wilshire;787;1;440;THEFT PLAIN - PETTY ($950 & UNDER);344;22;M;B;101;STREET;;;IC;Invest Cont;440;;;;2300    CRENSHAW                     BL;;34.0375;-118.335
201214563;06/12/2020 12:00:00 AM;06/12/2020 12:00:00 AM;800;12;77th Street;1268;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344 1822 1309 0342;0;X;X;402;MARKET;;;IC;Invest Cont;341;;;;8200 S  SAN PEDRO                    ST;;33.964;-118.2739
200213814;08/17/2020 12:00:00 AM;08/16/2020 12:00:00 AM;1900;2;Rampart;266;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 0603 0913 0311 2004 1202;85;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON;AA;Adult Arrest;740;;;;800 S  UNION                        AV;;34.0531;-118.2738
200100882;07/07/2020 12:00:00 AM;07/07/2020 12:00:00 AM;2020;1;Central;174;1;330;BURGLARY FROM VEHICLE;0344 2004 1822 0321 1402 1605 1414;0;X;X;203;OTHER BUSINESS;;;AA;Adult Arrest;330;998;;;8TH;LOS ANGELES;34.0419;-118.2523
201009466;05/28/2020 12:00:00 AM;05/01/2020 12:00:00 AM;1200;10;West Valley;1047;2;649;DOCUMENT FORGERY / STOLEN FELONY;0923 1822;33;F;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;649;;;;5600    WHITE OAK                    AV;;34.1723;-118.5185
200614849;09/02/2020 12:00:00 AM;09/02/2020 12:00:00 AM;2000;6;Hollywood;667;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1218 0416 1822;21;F;H;101;STREET;106;UNKNOWN FIREARM;IC;Invest Cont;230;;;;SUNSET;VAN NESS;34.0981;-118.3158
200613294;07/31/2020 12:00:00 AM;07/30/2020 12:00:00 AM;1915;6;Hollywood;636;1;761;BRANDISH WEAPON;0334 1822;27;M;B;102;SIDEWALK;102;HAND GUN;AO;Adult Other;761;;;;HOLLYWOOD                    BL;WHITLEY                      AV;34.1016;-118.3333
200210888;06/02/2020 12:00:00 AM;05/28/2020 12:00:00 AM;900;2;Rampart;248;2;664;BUNCO, PETTY THEFT;1822 0800 0701 1900;28;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;664;;;;400    WITMER                       ST;;34.0576;-118.2644
200122480;12/17/2020 12:00:00 AM;12/17/2020 12:00:00 AM;1815;1;Central;185;1;330;BURGLARY FROM VEHICLE;1307 0344 0329 1609 1822 1403;23;M;W;108;PARKING LOT;;;IC;Invest Cont;330;;;;900 S  BROADWAY;;34.0419;-118.2564
200811623;07/08/2020 12:00:00 AM;07/07/2020 12:00:00 AM;2000;8;West LA;823;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;15200    EARLHAM                      ST;;34.0364;-118.5254
200120187;10/28/2020 12:00:00 AM;10/27/2020 12:00:00 AM;1700;1;Central;162;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344 1202 1822 0352 0346 0305;67;M;W;102;SIDEWALK;;;IC;Invest Cont;341;;;;7TH;GRAND;34.0473;-118.2566
200911999;07/05/2020 12:00:00 AM;07/04/2020 12:00:00 AM;2330;9;Van Nuys;916;2;900;VIOLATION OF COURT ORDER;0913 2038;57;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;900;;;;7000    COSTELLO                     AV;;34.1976;-118.4378
200211831;06/26/2020 12:00:00 AM;06/26/2020 12:00:00 AM;1800;2;Rampart;279;2;624;BATTERY - SIMPLE ASSAULT;0603 0416 0446 0319 0913;54;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;900 S  ALBANY                       ST;;34.0492;-118.2702
201112727;08/21/2020 12:00:00 AM;08/21/2020 12:00:00 AM;50;11;Northeast;1189;2;900;VIOLATION OF COURT ORDER;2038 0913 0360 1202;77;F;H;501;SINGLE FAMILY DWELLING;;;AO;Adult Other;900;;;;3400    MARMION                      WY;;34.0864;-118.2155
201105588;02/06/2020 12:00:00 AM;02/05/2020 12:00:00 AM;1500;11;Northeast;1172;1;310;BURGLARY;0321 0344 1607;77;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;310;;;;2300    DUANE                        ST;;34.0911;-118.2619
200711696;07/14/2020 12:00:00 AM;07/14/2020 12:00:00 AM;1235;7;Wilshire;705;2;624;BATTERY - SIMPLE ASSAULT;0400 0416 1309 1218;44;M;W;102;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;FORMOSA                      AV;ROMAINE;34.0889;-118.3462
200518007;12/20/2020 12:00:00 AM;12/19/2020 12:00:00 AM;2200;5;Harbor;562;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;1200 W  9TH                          ST;;33.7361;-118.3039
200411203;07/27/2020 12:00:00 AM;07/26/2020 12:00:00 AM;2355;4;Hollenbeck;489;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;2700    WYNWOOD                      LN;;34.0264;-118.2171
200808108;04/06/2020 12:00:00 AM;04/06/2020 12:00:00 AM;1;8;West LA;835;1;480;BIKE - STOLEN;0344 0346;35;M;K;101;STREET;;;IC;Invest Cont;480;;;;CAMDEN                       AV;SANTA MONICA                 BL;34.0481;-118.4421
200109311;03/17/2020 12:00:00 AM;03/17/2020 12:00:00 AM;445;1;Central;111;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0302 1820 0334 0913;26;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);102;HAND GUN;IC;Invest Cont;230;;;;500 N  FIGUEROA                     ST;;34.0617;-118.2469
201011299;07/23/2020 12:00:00 AM;07/23/2020 12:00:00 AM;930;10;West Valley;1041;2;900;VIOLATION OF COURT ORDER;0913 2021 1202 2038 0555;70;F;W;501;SINGLE FAMILY DWELLING;;;AO;Adult Other;900;;;;5900    JULIAN                       LN;;34.1776;-118.5541
200320956;11/27/2020 12:00:00 AM;11/25/2020 12:00:00 AM;800;3;Southwest;308;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;22ND                         ST;UNION                        AV;34.0357;-118.2829
200714797;10/11/2020 12:00:00 AM;10/11/2020 12:00:00 AM;1140;7;Wilshire;711;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;80;F;W;101;STREET;;;IC;Invest Cont;745;;;;300 N  ALFRED                       ST;;34.0761;-118.3753
200905915;02/11/2020 12:00:00 AM;02/10/2020 12:00:00 AM;1700;9;Van Nuys;904;1;330;BURGLARY FROM VEHICLE;1302 1307;29;M;H;101;STREET;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;330;;;;14600    SATICOY                      ST;;34.2084;-118.4599
200913093;08/04/2020 12:00:00 AM;07/28/2020 12:00:00 AM;800;9;Van Nuys;914;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;14900    VANOWEN                      ST;;34.1976;-118.4574
200706789;02/24/2020 12:00:00 AM;01/24/2020 12:00:00 AM;1;7;Wilshire;753;2;354;THEFT OF IDENTITY;0930 1822;30;M;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;1000 S  OGDEN                        DR;;34.0574;-118.3619
200814291;09/20/2020 12:00:00 AM;09/20/2020 12:00:00 AM;130;8;West LA;802;2;624;BATTERY - SIMPLE ASSAULT;0400 0401 0446;25;F;W;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;1300    MARINETTE                    RD;;34.054;-118.5191
201206297;02/02/2020 12:00:00 AM;01/31/2020 12:00:00 AM;2000;12;77th Street;1259;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;7600 S  CENTRAL                      AV;;33.9711;-118.2629
200507569;03/24/2020 12:00:00 AM;03/17/2020 12:00:00 AM;2200;5;Harbor;524;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;1822 0906 0446 0342 0416 0417 0421 1218;34;M;H;102;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;930;;;;700    KING                         AV;;33.7778;-118.2753
200517068;11/23/2020 12:00:00 AM;11/23/2020 12:00:00 AM;1100;5;Harbor;526;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1202 1300;60;F;H;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;740;;;;ANAHEIM;FRIES;33.7798;-118.2651
201115225;10/29/2020 12:00:00 AM;10/29/2020 12:00:00 AM;530;11;Northeast;1177;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;2200 N  FIGUEROA                     ST;;34.0884;-118.2258
201206986;02/11/2020 12:00:00 AM;02/11/2020 12:00:00 AM;10;12;77th Street;1257;1;210;ROBBERY;1822 0344 0342;28;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;210;;;;400 W  79TH                         ST;;33.9693;-118.285
200912584;07/20/2020 12:00:00 AM;07/20/2020 12:00:00 AM;1445;9;Van Nuys;935;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1300 0447 2004 1310 1822;46;M;W;101;STREET;212;BOTTLE;IC;Invest Cont;230;;;;VICTORY                      BL;TYRONE;34.1867;-118.4443
200517191;11/28/2020 12:00:00 AM;11/28/2020 12:00:00 AM;1500;5;Harbor;511;1;815;SEXUAL PENETRATION W/FOREIGN OBJECT;0503 0515 0556 0522 0913;34;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;815;;;;1600    256TH                        ST;;33.7915;-118.3043
200508143;04/11/2020 12:00:00 AM;04/10/2020 12:00:00 AM;2000;5;Harbor;566;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;200 W  12TH                         ST;;33.7333;-118.2814
200304718;01/13/2020 12:00:00 AM;01/12/2020 12:00:00 AM;400;3;Southwest;312;1;121;RAPE, FORCIBLE;0913 0510 1415 1206;19;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;121;;;;ALSACE                       AV;N  ADAMS                        BL;34.0325;-118.3557
200616545;10/09/2020 12:00:00 AM;10/09/2020 12:00:00 AM;500;6;Hollywood;647;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0344 0913;20;F;B;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;440;;;;1500 N  BRONSON                      AV;;34.098;-118.318
201112958;08/27/2020 12:00:00 AM;08/22/2020 12:00:00 AM;1600;11;Northeast;1151;1;210;ROBBERY;0400 0416 0344 2034;61;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;210;;;;4800 W  HOLLYWOOD                    BL;;34.1018;-118.2953
200508041;04/08/2020 12:00:00 AM;04/08/2020 12:00:00 AM;345;5;Harbor;563;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;0432 0913 1813 2000 0356 0416;38;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;626;;;;700 W  17TH                         ST;;33.7288;-118.2929
200506941;03/09/2020 12:00:00 AM;03/08/2020 12:00:00 AM;1800;5;Harbor;569;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;2700    MINER                        ST;;33.721;-118.2764
201304825;01/15/2020 12:00:00 AM;01/04/2020 12:00:00 AM;1200;13;Newton;1311;1;510;VEHICLE - STOLEN;;0;;;208;AUTO SALES LOT;;;IC;Invest Cont;510;;;;2000 S  FIGUEROA                     ST;;34.0335;-118.2737
200405424;02/06/2020 12:00:00 AM;02/04/2020 12:00:00 AM;1400;4;Hollenbeck;402;1;310;BURGLARY;0344 0329;0;M;W;725;GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY);;;IC;Invest Cont;310;;;;6700    MARMION                      WY;;34.0923;-118.1978
200512756;08/07/2020 12:00:00 AM;08/07/2020 12:00:00 AM;1935;5;Harbor;503;2;624;BATTERY - SIMPLE ASSAULT;1206 1309 1822 0429 0444 1202 1218;63;M;H;301;GAS STATION;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;900 W  PACIFIC COAST                HY;;33.7941;-118.29
200716533;11/30/2020 12:00:00 AM;11/26/2020 12:00:00 AM;1130;7;Wilshire;745;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;42;M;H;101;STREET;;;IC;Invest Cont;740;;;;SAN VICENTE                  BL;COCHRAN                      AV;34.0527;-118.3509
200908411;04/13/2020 12:00:00 AM;04/13/2020 12:00:00 AM;1320;9;Van Nuys;971;1;310;BURGLARY;1606 0314 1402 2004;63;F;B;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;310;998;;;14900    VENTURA                      BL;;34.1564;-118.463
200407318;03/27/2020 12:00:00 AM;03/27/2020 12:00:00 AM;315;4;Hollenbeck;422;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;40;M;O;203;OTHER BUSINESS;;;IC;Invest Cont;740;;;;2600 N  BROADWAY;;34.0736;-118.2156
200811367;07/01/2020 12:00:00 AM;07/01/2020 12:00:00 AM;1000;8;West LA;828;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;745;;;;10500    WILSHIRE                     BL;;34.0649;-118.4372
200216757;10/27/2020 12:00:00 AM;10/21/2020 12:00:00 AM;600;2;Rampart;261;2;354;THEFT OF IDENTITY;0100 0930 0928;56;M;K;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;354;;;;700 S  CORONADO                     ST;;34.0584;-118.2824
201005802;02/11/2020 12:00:00 AM;02/10/2020 12:00:00 AM;1143;10;West Valley;1029;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD;1501;44;M;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;AO;Adult Other;956;;;;7000    WOODLEY                      AV;;34.1976;-118.4837
201306017;02/06/2020 12:00:00 AM;02/05/2020 12:00:00 AM;930;13;Newton;1364;2;624;BATTERY - SIMPLE ASSAULT;446;18;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;CENTRAL                      AV;51ST                         ST;33.9967;-118.2565
201214933;06/18/2020 12:00:00 AM;06/18/2020 12:00:00 AM;100;12;77th Street;1255;1;210;ROBBERY;0344 0342 1822 0355 0908;24;M;H;101;STREET;102;HAND GUN;IC;Invest Cont;210;;;;1300 W  78TH                         ST;;33.9694;-118.2981
200406517;03/04/2020 12:00:00 AM;03/04/2020 12:00:00 AM;1405;4;Hollenbeck;491;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1300 1307;47;F;H;108;PARKING LOT;;;IC;Invest Cont;740;;;;2600 E  OLYMPIC                      BL;;34.0253;-118.2224
200410977;07/20/2020 12:00:00 AM;07/13/2020 12:00:00 AM;1330;4;Hollenbeck;463;1;310;BURGLARY;0344 0329 1602;0;M;W;704;ELEMENTARY SCHOOL;;;IC;Invest Cont;310;;;;1900 E  2ND                          ST;;34.045;-118.2165
200710724;06/19/2020 12:00:00 AM;05/23/2020 12:00:00 AM;1330;7;Wilshire;705;1;310;BURGLARY;0344 1606;54;M;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;;;;600 N  ALTA VISTA                   BL;;34.0819;-118.3474
200714668;10/08/2020 12:00:00 AM;10/06/2020 12:00:00 AM;1340;7;Wilshire;745;1;440;THEFT PLAIN - PETTY ($950 & UNDER);344;33;F;B;720;JUNIOR HIGH SCHOOL;;;IC;Invest Cont;440;;;;5200 W  OLYMPIC                      BL;;34.0572;-118.3428
200120169;10/28/2020 12:00:00 AM;10/27/2020 12:00:00 AM;1600;1;Central;153;1;310;BURGLARY;0344 0329 0397 1602 1607 1822 1414;32;M;W;118;CONSTRUCTION SITE;;;IC;Invest Cont;310;;;;600 S  BROADWAY;;34.0459;-118.2526
200515535;10/20/2020 12:00:00 AM;10/20/2020 12:00:00 AM;1007;5;Harbor;564;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;AA;Adult Arrest;510;;;;200 W  6TH                          ST;;33.7387;-118.2814
201008887;05/10/2020 12:00:00 AM;05/05/2020 12:00:00 AM;2030;10;West Valley;1004;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;1822 0344 1202;60;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;341;;;;7700    RESEDA                       BL;;34.2102;-118.5361
201013600;09/30/2020 12:00:00 AM;09/28/2020 12:00:00 AM;1900;10;West Valley;1025;2;627;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT;0913 0553 0552 0400 0416 0417 1420;9;M;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;627;;;;18300    VANOWEN                      ST;;34.1975;-118.5273
201111371;07/13/2020 12:00:00 AM;07/10/2020 12:00:00 AM;1420;11;Northeast;1148;2;888;TRESPASSING;1501 2021;0;X;X;203;OTHER BUSINESS;;;IC;Invest Cont;888;;;;100 W  AVENUE 45;;34.0959;-118.2073
200313942;07/10/2020 12:00:00 AM;07/09/2020 12:00:00 AM;1700;3;Southwest;334;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;3200 W  36TH                         ST;;34.0231;-118.3305
200708167;04/10/2020 12:00:00 AM;04/09/2020 12:00:00 AM;1558;7;Wilshire;722;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0394 0344 1822;30;F;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;440;;;;6600 W  6TH                          ST;;34.066;-118.3711
200709574;05/23/2020 12:00:00 AM;05/23/2020 12:00:00 AM;1920;7;Wilshire;732;1;210;ROBBERY;0945 0344 0421 2004;0;M;O;203;OTHER BUSINESS;511;VERBAL THREAT;AA;Adult Arrest;210;;;;6100    WILSHIRE                     BL;;34.0665;-118.3662
200904337;01/08/2020 12:00:00 AM;01/07/2020 12:00:00 AM;2200;9;Van Nuys;932;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1606;36;M;B;108;PARKING LOT;;;IC;Invest Cont;420;;;;6200    LEMONA                       AV;;34.1826;-118.4596
200609026;04/13/2020 12:00:00 AM;04/06/2020 12:00:00 AM;200;6;Hollywood;648;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0344 1822;60;M;W;503;HOTEL;;;IC;Invest Cont;440;;;;5400    HOLLYWOOD                    BL;;34.1018;-118.3071
